,Energy Type,HRM Building ID,billTimeFrame,End Date,Cost,Consumption,Consumption(kWh),Emission_consumption,Emission_CO2,Emission_SOx,Emission_PM,Emission_NOx,Emission_VOC,Emission_CO,Emission_NH3,GHG&CAC,Season
18907,Fuel Oil,BL663,26,8/27/2021,213.21,286.2,3148.2,0.002862,0.784188,0.00121864,2.86E-05,0.00062964,2.29E-05,0.00017172,0,0.786259516,Summer
18908,Fuel Oil,BL663,10,9/6/2021,219.43,273.8,3011.8,0.002738,0.750212,0.00116584,2.74E-05,0.00060236,2.19E-05,0.00016428,0,0.752193764,Fall
18909,Fuel Oil,BL663,31,10/7/2021,392.24,440.9,4849.9,0.004409,1.208066,0.001877352,4.41E-05,0.00096998,3.53E-05,0.00026454,0,1.211257234,Fall
18910,Fuel Oil,BL663,19,10/26/2021,863.89,904.2,9946.2,0.009042,2.477508,0.003850084,9.04E-05,0.00198924,7.23E-05,0.00054252,0,2.4840526,Fall
18911,Fuel Oil,BL663,15,11/10/2021,725.95,775.7,8532.7,0.007757,2.125418,0.003302931,7.76E-05,0.00170654,6.21E-05,0.00046542,0,2.131032517,Fall
18912,Fuel Oil,BL663,10,11/20/2021,629.37,681.8,7499.8,0.006818,1.868132,0.002903104,6.82E-05,0.00149996,5.45E-05,0.00040908,0,1.873066868,Fall
18913,Fuel Oil,BL663,12,12/2/2021,747.57,814,8954,0.00814,2.23036,0.003466012,8.14E-05,0.0017908,6.51E-05,0.0004884,0,2.236251732,Winter
18914,Fuel Oil,BL663,10,12/12/2021,757.64,865.5,9520.5,0.008655,2.37147,0.003685299,8.66E-05,0.0019041,6.92E-05,0.0005193,0,2.377734489,Winter
18915,Fuel Oil,BL663,10,12/22/2021,615.54,684.9,7533.9,0.006849,1.876626,0.002916304,6.85E-05,0.00150678,5.48E-05,0.00041094,0,1.881583306,Winter
18916,Fuel Oil,BL263,14,4/21/2021,563.82,824.7,9071.7,0.008247,2.259678,0.003511573,8.25E-05,0.00181434,6.60E-05,0.00049482,0,2.265647179,Spring
18917,Fuel Oil,BL263,14,5/5/2021,544.85,776.3,8539.3,0.007763,2.127062,0.003305485,7.76E-05,0.00170786,6.21E-05,0.00046578,0,2.132680859,Spring
18918,Fuel Oil,BL263,21,5/26/2021,801.71,1126.6,12392.6,0.011266,3.086884,0.004797063,0.00011266,0.00247852,9.01E-05,0.00067596,0,3.095038331,Spring
18919,Fuel Oil,BL263,21,6/16/2021,707.32,952.4,10476.4,0.009524,2.609576,0.004055319,9.52E-05,0.00209528,7.62E-05,0.00057144,0,2.616469471,Summer
18920,Fuel Oil,BL263,21,7/7/2021,441.37,574.3,6317.3,0.005743,1.573582,0.002445369,5.74E-05,0.00126346,4.59E-05,0.00034458,0,1.577738783,Summer
18921,Fuel Oil,BL263,56,9/1/2021,112.94,149.8,1647.8,0.001498,0.410452,0.000637848,1.50E-05,0.00032956,1.20E-05,8.99E-05,0,0.411536252,Fall
18922,Fuel Oil,BL263,43,10/14/2021,389.9,415.8,4573.8,0.004158,1.139292,0.001770476,4.16E-05,0.00091476,3.33E-05,0.00024948,0,1.14230156,Fall
18923,Fuel Oil,BL263,13,10/27/2021,270.48,283.1,3114.1,0.002831,0.775694,0.00120544,2.83E-05,0.00062282,2.26E-05,0.00016986,0,0.777743078,Fall
18924,Fuel Oil,BL263,14,11/10/2021,970.68,1037.2,11409.2,0.010372,2.841928,0.004416398,0.00010372,0.00228184,8.30E-05,0.00062232,0,2.849435254,Fall
18925,Fuel Oil,BL263,7,11/17/2021,402.79,426.2,4688.2,0.004262,1.167788,0.00181476,4.26E-05,0.00093764,3.41E-05,0.00025572,0,1.170872836,Fall
18926,Fuel Oil,BL263,7,11/24/2021,400.07,433.4,4767.4,0.004334,1.187516,0.001845417,4.33E-05,0.00095348,3.47E-05,0.00026004,0,1.190652949,Fall
18927,Fuel Oil,BL263,7,12/1/2021,469.48,511.2,5623.2,0.005112,1.400688,0.00217669,5.11E-05,0.00112464,4.09E-05,0.00030672,0,1.404388066,Winter
18928,Fuel Oil,BL263,7,12/8/2021,470.29,547.6,6023.6,0.005476,1.500424,0.002331681,5.48E-05,0.00120472,4.38E-05,0.00032856,0,1.504387529,Winter
18929,Fuel Oil,BL263,7,12/15/2021,595.7,680.5,7485.5,0.006805,1.86457,0.002897569,6.81E-05,0.0014971,5.44E-05,0.0004083,0,1.869495459,Winter
18930,Fuel Oil,BL263,0,12/15/2021,0,0,0,0,0,0,0,0,0,0,0,0,Winter
18931,Fuel Oil,BL263,0,12/15/2021,0,0,0,0,0,0,0,0,0,0,0,0,Winter
18932,Fuel Oil,BL263,7,12/22/2021,613.02,682.1,7503.1,0.006821,1.868954,0.002904382,6.82E-05,0.00150062,5.46E-05,0.00040926,0,1.87389104,Winter
18933,Fuel Oil,BL263,7,12/29/2021,646.44,710.1,7811.1,0.007101,1.945674,0.003023606,7.10E-05,0.00156222,5.68E-05,0.00042606,0,1.950813704,Winter
18934,Fuel Oil,BL820,9,4/16/2021,428.85,639.2,7031.2,0.006392,1.751408,0.002721714,6.39E-05,0.00140624,5.11E-05,0.00038352,0,1.75603453,Spring
18935,Fuel Oil,BL820,11,4/27/2021,581.03,835.8,9193.8,0.008358,2.290092,0.003558836,8.36E-05,0.00183876,6.69E-05,0.00050148,0,2.29614152,Spring
18936,Fuel Oil,BL820,2,4/29/2021,123.19,177.2,1949.2,0.001772,0.485528,0.000754518,1.77E-05,0.00038984,1.42E-05,0.00010632,0,0.486810574,Spring
18937,Fuel Oil,BL820,7,5/6/2021,369.1,525.9,5784.9,0.005259,1.440966,0.002239282,5.26E-05,0.00115698,4.21E-05,0.00031554,0,1.444772464,Spring
18938,Fuel Oil,BL820,7,5/13/2021,442.76,616.6,6782.6,0.006166,1.689484,0.002625483,6.17E-05,0.00135652,4.93E-05,0.00036996,0,1.693946951,Spring
18939,Fuel Oil,BL820,7,5/20/2021,272.56,373.3,4106.3,0.003733,1.022842,0.001589511,3.73E-05,0.00082126,2.99E-05,0.00022398,0,1.025543945,Spring
18940,Fuel Oil,BL820,18,6/7/2021,650.72,900.3,9903.3,0.009003,2.466822,0.003833477,9.00E-05,0.00198066,7.20E-05,0.00054018,0,2.473338371,Summer
18941,Fuel Oil,BL820,1,6/8/2021,22.84,31.6,347.6,0.000316,0.086584,0.000134553,3.16E-06,6.95E-05,2.53E-06,1.90E-05,0,0.086812721,Summer
18942,Fuel Oil,BL820,30,7/8/2021,818.65,1065.2,11717.2,0.010652,2.918648,0.004535622,0.00010652,0.00234344,8.52E-05,0.00063912,0,2.926357918,Summer
18943,Fuel Oil,BL820,68,9/14/2021,1195.21,1469.2,16161.2,0.014692,4.025608,0.006255854,0.00014692,0.00323224,0.000117536,0.00088152,0,4.03624207,Fall
18944,Fuel Oil,BL820,21,10/5/2021,1087.59,1222.5,13447.5,0.012225,3.34965,0.005205405,0.00012225,0.0026895,9.78E-05,0.0007335,0,3.358498455,Fall
18945,Fuel Oil,BL820,4,10/9/2021,266.69,284.4,3128.4,0.002844,0.779256,0.001210975,2.84E-05,0.00062568,2.28E-05,0.00017064,0,0.781314487,Fall
18946,Fuel Oil,BL820,17,10/26/2021,1535.84,1607.5,17682.5,0.016075,4.40455,0.006844735,0.00016075,0.0035365,0.0001286,0.0009645,0,4.416185085,Fall
18947,Fuel Oil,BL820,10,11/5/2021,790.89,827.3,9100.3,0.008273,2.266802,0.003522643,8.27E-05,0.00182006,6.62E-05,0.00049638,0,2.272789997,Fall
18948,Fuel Oil,BL820,6,11/11/2021,1311.71,1401.6,15417.6,0.014016,3.840384,0.005968013,0.00014016,0.00308352,0.000112128,0.00084096,0,3.850528781,Fall
18949,Fuel Oil,BL820,5,11/16/2021,0,0,0,0,0,0,0,0,0,0,0,0,Fall
18950,Fuel Oil,BL820,2,11/18/2021,938.55,993.1,10924.1,0.009931,2.721094,0.00422862,9.93E-05,0.00218482,7.94E-05,0.00059586,0,2.728282058,Fall
18951,Fuel Oil,BL820,5,11/23/2021,669.9,725.7,7982.7,0.007257,1.988418,0.003090031,7.26E-05,0.00159654,5.81E-05,0.00043542,0,1.993670617,Fall
18952,Fuel Oil,BL820,2,11/25/2021,0,0,0,0,0,0,0,0,0,0,0,0,Fall
18953,Fuel Oil,BL820,6,12/1/2021,1345.17,1464.7,16111.7,0.014647,4.013278,0.006236693,0.00014647,0.00322234,0.000117176,0.00087882,0,4.023879499,Winter
18954,Fuel Oil,BL820,3,12/4/2021,218.05,253.9,2792.9,0.002539,0.695686,0.001081106,2.54E-05,0.00055858,2.03E-05,0.00015234,0,0.697523728,Winter
18955,Fuel Oil,BL820,3,12/7/2021,0,0,0,0,0,0,0,0,0,0,0,0,Winter
18956,Fuel Oil,BL820,3,12/10/2021,603.15,702.3,7725.3,0.007023,1.924302,0.002990393,7.02E-05,0.00154506,5.62E-05,0.00042138,0,1.929385247,Winter
18957,Fuel Oil,BL820,4,12/14/2021,366.78,419,4609,0.00419,1.14806,0.001784102,4.19E-05,0.0009218,3.35E-05,0.0002514,0,1.151092722,Winter
18958,Fuel Oil,BL820,2,12/16/2021,209.13,238.9,2627.9,0.002389,0.654586,0.001017236,2.39E-05,0.00052558,1.91E-05,0.00014334,0,0.656315158,Winter
18959,Fuel Oil,BL820,7,12/23/2021,839.41,934,10274,0.00934,2.55916,0.003976972,9.34E-05,0.0020548,7.47E-05,0.0005604,0,2.565920292,Winter
18960,Fuel Oil,BL820,5,12/28/2021,664.83,730.3,8033.3,0.007303,2.001022,0.003109617,7.30E-05,0.00160666,5.84E-05,0.00043818,0,2.006307911,Winter
18961,Fuel Oil,BL820,2,12/30/2021,207.38,227.8,2505.8,0.002278,0.624172,0.000969972,2.28E-05,0.00050116,1.82E-05,0.00013668,0,0.625820816,Winter
18962,Fuel Oil,BL247,14,4/24/2021,282.24,406,4466,0.00406,1.11244,0.001728748,4.06E-05,0.0008932,3.25E-05,0.0002436,0,1.115378628,Spring
18963,Fuel Oil,BL247,14,5/8/2021,134.92,187.9,2066.9,0.001879,0.514846,0.000800078,1.88E-05,0.00041338,1.50E-05,0.00011274,0,0.51620602,Spring
18964,Fuel Oil,BL247,46,6/23/2021,230.77,311.4,3425.4,0.003114,0.853236,0.001325941,3.11E-05,0.00068508,2.49E-05,0.00018684,0,0.855489913,Summer
18965,Fuel Oil,BL247,97,9/28/2021,38.69,45.7,502.7,0.000457,0.125218,0.000194591,4.57E-06,0.00010054,3.66E-06,2.74E-05,0,0.125548777,Fall
18966,Fuel Oil,BL247,32,10/30/2021,349.7,365.8,4023.8,0.003658,1.002292,0.001557576,3.66E-05,0.00080476,2.93E-05,0.00021948,0,1.00493966,Fall
18967,Fuel Oil,BL247,14,11/13/2021,310.17,328.2,3610.2,0.003282,0.899268,0.001397476,3.28E-05,0.00072204,2.63E-05,0.00019692,0,0.901643512,Fall
18968,Fuel Oil,BL247,10,11/23/2021,289.58,313.7,3450.7,0.003137,0.859538,0.001335735,3.14E-05,0.00069014,2.51E-05,0.00018822,0,0.861808561,Fall
18969,Fuel Oil,BL247,10,12/3/2021,320.88,349.4,3843.4,0.003494,0.957356,0.001487745,3.49E-05,0.00076868,2.80E-05,0.00020964,0,0.959884957,Winter
18970,Fuel Oil,BL247,10,12/13/2021,360.13,411.4,4525.4,0.004114,1.127236,0.001751741,4.11E-05,0.00090508,3.29E-05,0.00024684,0,1.130213713,Winter
18971,Fuel Oil,BL247,10,12/23/2021,398.13,443,4873,0.00443,1.21382,0.001886294,4.43E-05,0.0009746,3.54E-05,0.0002658,0,1.217026434,Winter
18972,Fuel Oil,BL37,39,5/18/2021,353.6,484.3,5327.3,0.004843,1.326982,0.002062149,4.84E-05,0.00106546,3.87E-05,0.00029058,0,1.330487363,Spring
18973,Fuel Oil,BL37,121,9/16/2021,263.34,323.7,3560.7,0.003237,0.886938,0.001378315,3.24E-05,0.00071214,2.59E-05,0.00019422,0,0.889280941,Fall
18974,Fuel Oil,BL37,55,11/10/2021,448.56,479.3,5272.3,0.004793,1.313282,0.002040859,4.79E-05,0.00105446,3.83E-05,0.00028758,0,1.316751173,Fall
18975,Fuel Oil,BL37,27,12/7/2021,467.62,544.5,5989.5,0.005445,1.49193,0.002318481,5.45E-05,0.0011979,4.36E-05,0.0003267,0,1.495871091,Winter
18976,Fuel Oil,BL37,23,12/30/2021,450.98,495.4,5449.4,0.004954,1.357396,0.002109413,4.95E-05,0.00108988,3.96E-05,0.00029724,0,1.360981705,Winter
18977,Fuel Oil,BL372,21,5/3/2021,545.05,776.6,8542.6,0.007766,2.127884,0.003306763,7.77E-05,0.00170852,6.21E-05,0.00046596,0,2.133505031,Spring
18978,Fuel Oil,BL372,21,5/24/2021,515.28,724.1,7965.1,0.007241,1.984034,0.003083218,7.24E-05,0.00159302,5.79E-05,0.00043446,0,1.989275036,Spring
18979,Fuel Oil,BL372,21,6/14/2021,303.6,408.8,4496.8,0.004088,1.120112,0.00174067,4.09E-05,0.00089936,3.27E-05,0.00024528,0,1.123070894,Summer
18980,Fuel Oil,BL372,80,9/2/2021,460.21,610.4,6714.4,0.006104,1.672496,0.002599083,6.10E-05,0.00134288,4.88E-05,0.00036624,0,1.676914075,Fall
18981,Fuel Oil,BL372,35,10/7/2021,597.84,672,7392,0.00672,1.84128,0.002861376,6.72E-05,0.0014784,5.38E-05,0.0004032,0,1.846143936,Fall
18982,Fuel Oil,BL372,28,11/4/2021,792.42,828.9,9117.9,0.008289,2.271186,0.003529456,8.29E-05,0.00182358,6.63E-05,0.00049734,0,2.277185578,Fall
18983,Fuel Oil,BL372,14,11/18/2021,560.99,593.6,6529.6,0.005936,1.626464,0.002527549,5.94E-05,0.00130592,4.75E-05,0.00035616,0,1.630760477,Fall
18984,Fuel Oil,BL372,14,12/2/2021,632.32,688.5,7573.5,0.006885,1.88649,0.002931633,6.88E-05,0.0015147,5.51E-05,0.0004131,0,1.891473363,Winter
18985,Fuel Oil,BL372,14,12/16/2021,709.67,810.7,8917.7,0.008107,2.221318,0.003451961,8.11E-05,0.00178354,6.49E-05,0.00048642,0,2.227185847,Winter
18986,Fuel Oil,BL372,14,12/30/2021,0,0,0,0,0,0,0,0,0,0,0,0,Winter
18987,Fuel Oil,BL500,7,4/13/2021,267.7,399,4389,0.00399,1.09326,0.001698942,3.99E-05,0.0008778,3.19E-05,0.0002394,0,1.096147962,Spring
18988,Fuel Oil,BL500,14,4/27/2021,466.46,671,7381,0.00671,1.83854,0.002857118,6.71E-05,0.0014762,5.37E-05,0.0004026,0,1.843396698,Spring
18989,Fuel Oil,BL500,21,5/18/2021,1273.8,1744.6,19190.6,0.017446,4.780204,0.007428507,0.00017446,0.00383812,0.000139568,0.00104676,0,4.792831415,Spring
18990,Fuel Oil,BL500,14,6/1/2021,379.04,533.6,5869.6,0.005336,1.462064,0.002272069,5.34E-05,0.00117392,4.27E-05,0.00032016,0,1.465926197,Summer
18991,Fuel Oil,BL500,42,7/13/2021,506.03,655.2,7207.2,0.006552,1.795248,0.002789842,6.55E-05,0.00144144,5.24E-05,0.00039312,0,1.799990338,Summer
18992,Fuel Oil,BL500,72,9/23/2021,314.17,377.8,4155.8,0.003778,1.035172,0.001608672,3.78E-05,0.00083116,3.02E-05,0.00022668,0,1.037906516,Fall
18993,Fuel Oil,BL500,16,10/9/2021,0,0,0,0,0,0,0,0,0,0,0,0,Fall
18994,Fuel Oil,BL500,11,10/20/2021,1288.48,1351.2,14863.2,0.013512,3.702288,0.00575341,0.00013512,0.00297264,0.000108096,0.00081072,0,3.712067986,Fall
18995,Fuel Oil,BL500,8,10/28/2021,950.83,995.2,10947.2,0.009952,2.726848,0.004237562,9.95E-05,0.00218944,7.96E-05,0.00059712,0,2.734051258,Fall
18996,Fuel Oil,BL500,7,11/4/2021,0,0,0,0,0,0,0,0,0,0,0,0,Fall
18997,Fuel Oil,BL500,7,11/11/2021,989.13,1056.9,11625.9,0.010569,2.895906,0.00450028,0.00010569,0.00232518,8.46E-05,0.00063414,0,2.903555842,Fall
18998,Fuel Oil,BL500,5,11/16/2021,388.24,410.8,4518.8,0.004108,1.125592,0.001749186,4.11E-05,0.00090376,3.29E-05,0.00024648,0,1.12856537,Fall
18999,Fuel Oil,BL500,7,11/23/2021,403.12,436.7,4803.7,0.004367,1.196558,0.001859469,4.37E-05,0.00096074,3.49E-05,0.00026202,0,1.199718835,Fall
19000,Fuel Oil,BL500,7,11/30/2021,495.83,539.9,5938.9,0.005399,1.479326,0.002298894,5.40E-05,0.00118778,4.32E-05,0.00032394,0,1.483233796,Fall
19001,Fuel Oil,BL500,7,12/7/2021,555.31,646.6,7112.6,0.006466,1.771684,0.002753223,6.47E-05,0.00142252,5.17E-05,0.00038796,0,1.776364091,Winter
19002,Fuel Oil,BL500,7,12/14/2021,637.8,728.6,8014.6,0.007286,1.996364,0.003102379,7.29E-05,0.00160292,5.83E-05,0.00043716,0,2.001637607,Winter
19003,Fuel Oil,BL500,7,12/21/2021,621.83,691.9,7610.9,0.006919,1.895806,0.00294611,6.92E-05,0.00152218,5.54E-05,0.00041514,0,1.900813972,Winter
19004,Fuel Oil,BL500,8,12/29/2021,942.38,1035.2,11387.2,0.010352,2.836448,0.004407882,0.00010352,0.00227744,8.28E-05,0.00062112,0,2.843940778,Winter
19005,Fuel Oil,BL834,7,3/25/2021,2623.39,3635.4,39989.4,0.036354,9.960996,0.015479533,0.00036354,0.00799788,0.000290832,0.00218124,0,9.987309025,Spring
19006,Fuel Oil,BL834,7,4/1/2021,2129.5,3146,34606,0.03146,8.62004,0.013395668,0.0003146,0.0069212,0.00025168,0.0018876,0,8.642810748,Spring
19007,Fuel Oil,BL834,6,4/7/2021,177.82,264.6,2910.6,0.002646,0.725004,0.001126667,2.65E-05,0.00058212,2.12E-05,0.00015876,0,0.726919175,Spring
19008,Fuel Oil,BL834,0,4/7/2021,1544.66,2298.4,25282.4,0.022984,6.297616,0.009786587,0.00022984,0.00505648,0.000183872,0.00137904,0,6.314251819,Spring
19009,Fuel Oil,BL834,9,4/16/2021,2212.66,3298,36278,0.03298,9.03652,0.014042884,0.0003298,0.0072556,0.00026384,0.0019788,0,9.060390924,Spring
19010,Fuel Oil,BL834,7,4/23/2021,3159.4,4621.2,50833.2,0.046212,12.662088,0.01967707,0.00046212,0.01016664,0.000369696,0.00277272,0,12.69553625,Spring
19011,Fuel Oil,BL834,6,4/29/2021,1024.27,1473.4,16207.4,0.014734,4.037116,0.006273737,0.00014734,0.00324148,0.000117872,0.00088404,0,4.047780469,Spring
19012,Fuel Oil,BL834,7,5/6/2021,30.95,44.1,485.1,0.000441,0.120834,0.000187778,4.41E-06,9.70E-05,3.53E-06,2.65E-05,0,0.121153196,Spring
19013,Fuel Oil,BL834,7,5/13/2021,5409.36,7533.3,82866.3,0.075333,20.641242,0.032076791,0.00075333,0.01657326,0.000602664,0.00451998,0,20.69576803,Spring
19014,Fuel Oil,BL834,7,5/20/2021,2652.58,3633,39963,0.03633,9.95442,0.015469314,0.0003633,0.0079926,0.00029064,0.0021798,0,9.980715654,Spring
19015,Fuel Oil,BL834,7,5/27/2021,1123.86,1579.3,17372.3,0.015793,4.327282,0.006724659,0.00015793,0.00347446,0.000126344,0.00094758,0,4.338712973,Spring
19016,Fuel Oil,BL834,9,6/5/2021,196.02,271.2,2983.2,0.002712,0.743088,0.00115477,2.71E-05,0.00059664,2.17E-05,0.00016272,0,0.745050946,Summer
19017,Fuel Oil,BL834,2,6/7/2021,1175.16,1625.9,17884.9,0.016259,4.454966,0.006923082,0.00016259,0.00357698,0.000130072,0.00097554,0,4.466734264,Summer
19018,Fuel Oil,BL834,10,6/17/2021,1011.15,1361.5,14976.5,0.013615,3.73051,0.005797267,0.00013615,0.0029953,0.00010892,0.0008169,0,3.740364537,Summer
19019,Fuel Oil,BL834,7,6/24/2021,647.09,873.2,9605.2,0.008732,2.392568,0.003718086,8.73E-05,0.00192104,6.99E-05,0.00052392,0,2.398888222,Summer
19020,Fuel Oil,BL834,14,7/8/2021,775.08,1008.5,11093.5,0.010085,2.76329,0.004294193,0.00010085,0.0022187,8.07E-05,0.0006051,0,2.770589523,Summer
19021,Fuel Oil,BL834,15,7/23/2021,843.23,1078.3,11861.3,0.010783,2.954542,0.004591401,0.00010783,0.00237226,8.63E-05,0.00064698,0,2.962346735,Summer
19022,Fuel Oil,BL834,51,9/12/2021,2730.39,3356.3,36919.3,0.033563,9.196262,0.014291125,0.00033563,0.00738386,0.000268504,0.00201378,0,9.220554899,Fall
19023,Fuel Oil,BL834,12,9/24/2021,1673.35,2012.3,22135.3,0.020123,5.513702,0.008568373,0.00020123,0.00442706,0.000160984,0.00120738,0,5.528267027,Fall
19024,Fuel Oil,BL834,15,10/9/2021,4345.34,4634,50974,0.04634,12.69716,0.019731572,0.0004634,0.0101948,0.00037072,0.0027804,0,12.73070089,Fall
19025,Fuel Oil,BL834,7,10/16/2021,2070.51,2171.3,23884.3,0.021713,5.949362,0.009245395,0.00021713,0.00477686,0.000173704,0.00130278,0,5.965077869,Fall
19026,Fuel Oil,BL834,7,10/23/2021,2054.73,2150.6,23656.6,0.021506,5.892644,0.009157255,0.00021506,0.00473132,0.000172048,0.00129036,0,5.908210043,Fall
19027,Fuel Oil,BL834,8,10/31/2021,3191.49,3338.4,36722.4,0.033384,9.147216,0.014214907,0.00033384,0.00734448,0.000267072,0.00200304,0,9.171379339,Fall
19028,Fuel Oil,BL834,6,11/6/2021,2614.26,2793.4,30727.4,0.027934,7.653916,0.011894297,0.00027934,0.00614548,0.000223472,0.00167604,0,7.674134629,Fall
19029,Fuel Oil,BL834,5,11/11/2021,1273.25,1360.5,14965.5,0.013605,3.72777,0.005793009,0.00013605,0.0029931,0.00010884,0.0008163,0,3.737617299,Fall
19030,Fuel Oil,BL834,0,11/11/2021,1134.37,1212.1,13333.1,0.012121,3.321154,0.005161122,0.00012121,0.00266662,9.70E-05,0.00072726,0,3.32992718,Fall
19031,Fuel Oil,BL834,6,11/17/2021,2623.14,2775.6,30531.6,0.027756,7.605144,0.011818505,0.00027756,0.00610632,0.000222048,0.00166536,0,7.625233793,Fall
19032,Fuel Oil,BL834,5,11/22/2021,2253.39,2441.1,26852.1,0.024411,6.688614,0.010394204,0.00024411,0.00537042,0.000195288,0.00146466,0,6.706282682,Fall
19033,Fuel Oil,BL834,3,11/25/2021,1697.5,1838.9,20227.9,0.018389,5.038586,0.007830036,0.00018389,0.00404558,0.000147112,0.00110334,0,5.051895958,Fall
19034,Fuel Oil,BL834,9,12/4/2021,4143.38,4824.5,53069.5,0.048245,13.21913,0.020542721,0.00048245,0.0106139,0.00038596,0.0028947,0,13.25404973,Winter
19035,Fuel Oil,BL834,4,12/8/2021,1967.39,2290.8,25198.8,0.022908,6.276792,0.009754226,0.00022908,0.00503976,0.000183264,0.00137448,0,6.29337281,Winter
19036,Fuel Oil,BL834,8,12/16/2021,3649.46,4169,45859,0.04169,11.42306,0.017751602,0.0004169,0.0091718,0.00033352,0.0025014,0,11.45323522,Winter
19037,Fuel Oil,BL834,7,12/23/2021,3025.11,3366,37026,0.03366,9.22284,0.014332428,0.0003366,0.0074052,0.00026928,0.0020196,0,9.247203108,Winter
19038,Fuel Oil,BL834,7,12/30/2021,3075.12,3378,37158,0.03378,9.25572,0.014383524,0.0003378,0.0074316,0.00027024,0.0020268,0,9.280169964,Winter
19039,Fuel Oil,BL735,7,4/18/2021,461.07,674.4,7418.4,0.006744,1.847856,0.002871595,6.74E-05,0.00148368,5.40E-05,0.00040464,0,1.852737307,Spring
19040,Fuel Oil,BL735,7,4/25/2021,325.97,468.9,5157.9,0.004689,1.284786,0.001996576,4.69E-05,0.00103158,3.75E-05,0.00028134,0,1.288179898,Spring
19041,Fuel Oil,BL735,11,5/6/2021,464.13,661.3,7274.3,0.006613,1.811962,0.002815815,6.61E-05,0.00145486,5.29E-05,0.00039678,0,1.816748489,Spring
19042,Fuel Oil,BL735,21,5/27/2021,837.51,1176.9,12945.9,0.011769,3.224706,0.00501124,0.00011769,0.00258918,9.42E-05,0.00070614,0,3.233224402,Spring
19043,Fuel Oil,BL735,3,5/30/2021,82.04,115.5,1270.5,0.001155,0.31647,0.000491799,1.16E-05,0.0002541,9.24E-06,6.93E-05,0,0.317305989,Spring
19044,Fuel Oil,BL735,35,7/4/2021,875.3,1138.9,12527.9,0.011389,3.120586,0.004849436,0.00011389,0.00250558,9.11E-05,0.00068334,0,3.128829358,Summer
19045,Fuel Oil,BL735,81,9/23/2021,511.32,614.9,6763.9,0.006149,1.684826,0.002618244,6.15E-05,0.00135278,4.92E-05,0.00036894,0,1.689276646,Fall
19046,Fuel Oil,BL735,3,9/26/2021,5.24,6.2,68.2,6.20E-05,0.016988,2.64E-05,6.20E-07,1.36E-05,4.96E-07,3.72E-06,0,0.017032876,Fall
19047,Fuel Oil,BL735,14,10/10/2021,691.75,737.7,8114.7,0.007377,2.021298,0.003141127,7.38E-05,0.00162294,5.90E-05,0.00044262,0,2.026637473,Fall
19048,Fuel Oil,BL735,14,10/24/2021,1009.49,1056.6,11622.6,0.010566,2.895084,0.004499003,0.00010566,0.00232452,8.45E-05,0.00063396,0,2.902731671,Fall
19049,Fuel Oil,BL735,7,10/31/2021,546.93,572.1,6293.1,0.005721,1.567554,0.002436002,5.72E-05,0.00125862,4.58E-05,0.00034326,0,1.57169486,Fall
19050,Fuel Oil,BL735,7,11/7/2021,571.07,610.2,6712.2,0.006102,1.671948,0.002598232,6.10E-05,0.00134244,4.88E-05,0.00036612,0,1.676364628,Fall
19051,Fuel Oil,BL735,4,11/11/2021,329.14,351.7,3868.7,0.003517,0.963658,0.001497539,3.52E-05,0.00077374,2.81E-05,0.00021102,0,0.966203605,Fall
19052,Fuel Oil,BL735,3,11/14/2021,240.43,254.4,2798.4,0.002544,0.697056,0.001083235,2.54E-05,0.00055968,2.04E-05,0.00015264,0,0.698897347,Fall
19053,Fuel Oil,BL735,4,11/18/2021,381.52,403.7,4440.7,0.004037,1.106138,0.001718955,4.04E-05,0.00088814,3.23E-05,0.00024222,0,1.109059981,Fall
19054,Fuel Oil,BL735,3,11/21/2021,243.7,264,2904,0.00264,0.72336,0.001124112,2.64E-05,0.0005808,2.11E-05,0.0001584,0,0.725270832,Fall
19055,Fuel Oil,BL735,4,11/25/2021,380.59,412.3,4535.3,0.004123,1.129702,0.001755573,4.12E-05,0.00090706,3.30E-05,0.00024738,0,1.132686227,Fall
19056,Fuel Oil,BL735,2,11/27/2021,209.02,227.6,2503.6,0.002276,0.623624,0.000969121,2.28E-05,0.00050072,1.82E-05,0.00013656,0,0.625271369,Fall
19057,Fuel Oil,BL735,5,12/2/2021,529.72,576.8,6344.8,0.005768,1.580432,0.002456014,5.77E-05,0.00126896,4.61E-05,0.00034608,0,1.584606878,Winter
19058,Fuel Oil,BL735,3,12/5/2021,333.82,388.7,4275.7,0.003887,1.065038,0.001655085,3.89E-05,0.00085514,3.11E-05,0.00023322,0,1.067851411,Winter
19059,Fuel Oil,BL735,4,12/9/2021,443.84,516.8,5684.8,0.005168,1.416032,0.002200534,5.17E-05,0.00113696,4.13E-05,0.00031008,0,1.419772598,Winter
19060,Fuel Oil,BL735,3,12/12/2021,297.46,339.8,3737.8,0.003398,0.931052,0.001446868,3.40E-05,0.00074756,2.72E-05,0.00020388,0,0.933511472,Winter
19061,Fuel Oil,BL735,4,12/16/2021,335.36,383.1,4214.1,0.003831,1.049694,0.00163124,3.83E-05,0.00084282,3.06E-05,0.00022986,0,1.052466878,Winter
19062,Fuel Oil,BL735,0,12/16/2021,57.34,65.5,720.5,0.000655,0.17947,0.000278899,6.55E-06,0.0001441,5.24E-06,3.93E-05,0,0.179944089,Winter
