,Energy Type,HRM Building ID,billTimeFrame,End Date,Cost,Consumption,Consumption(kWh),Emission_consumption,Emission_CO2,Emission_SOx,Emission_PM,Emission_NOx,Emission_VOC,Emission_CO,Emission_NH3,GHG&CAC,Season
0,Natural Gas,BL243,31,2/1/2016,7679.22,324.12,90033.33,86.8933308,16509.73285,0.086893331,1.04271997,13.20778628,0.782039977,0.643010648,0,16525.4953,Winter
1,Natural Gas,BL243,29,3/1/2016,8083.19,341.22,94783.33,91.4776698,17380.75726,0.09147767,1.097732038,13.90460581,0.823299028,0.676934757,0,17397.35131,Spring
2,Natural Gas,BL243,31,4/1/2016,7365.62,345.75,96041.67,92.6921175,17611.50233,0.092692118,1.11230541,14.08920186,0.834229058,0.68592167,0,17628.31668,Spring
3,Natural Gas,BL243,30,5/1/2016,3167.56,188.07,52241.67,50.4196863,9579.740397,0.050419686,0.605036236,7.663792318,0.453777177,0.373105679,0,9588.886528,Spring
4,Natural Gas,BL243,31,6/1/2016,1640.85,117.5,32638.89,31.500575,5985.10925,0.031500575,0.3780069,4.7880874,0.283505175,0.233104255,0,5990.823454,Summer
5,Natural Gas,BL243,92,9/1/2016,720.25,55.31,15363.89,14.8280579,2817.331001,0.014828058,0.177936695,2.253864801,0.133452521,0.109727628,0,2820.020811,Fall
6,Natural Gas,BL243,30,10/1/2016,360.54,28.81,8002.78,7.7236729,1467.497851,0.007723673,0.092684075,1.173998281,0.069513056,0.057155179,0,1468.898925,Fall
7,Natural Gas,BL243,31,11/1/2016,1439.26,117.56,32655.56,31.5166604,5988.165476,0.03151666,0.378199925,4.790532381,0.283649944,0.233223287,0,5993.882598,Fall
8,Natural Gas,BL243,30,12/1/2016,2630.43,206.74,57427.78,55.4249266,10530.73605,0.055424927,0.665099119,8.424588843,0.498824339,0.410144457,0,10540.79014,Winter
9,Natural Gas,BL243,31,1/1/2017,4228.09,325.92,90533.33,87.3758928,16601.41963,0.087375893,1.048510714,13.28113571,0.786383035,0.646581607,0,16617.26962,Winter
10,Natural Gas,BL243,31,2/1/2017,3595.64,267.84,74400,71.8052256,13642.99286,0.071805226,0.861662707,10.91439429,0.64624703,0.531358669,0,13656.01833,Winter
11,Natural Gas,BL243,28,3/1/2017,3750.63,281.97,78325,75.5933373,14362.73409,0.075593337,0.907120048,11.49018727,0.680340036,0.559390696,0,14376.44672,Spring
12,Natural Gas,BL243,31,4/1/2017,4544.64,358.43,99563.89,96.0914987,18257.38475,0.096091499,1.153097984,14.6059078,0.864823488,0.71107709,0,18274.81575,Spring
13,Natural Gas,BL243,30,5/1/2017,2050.39,173.36,48155.56,46.4760824,8830.455656,0.046476082,0.557712989,7.064364525,0.418284742,0.34392301,0,8838.886417,Spring
14,Natural Gas,BL243,31,6/1/2017,1660.19,142.92,39700,38.3154228,7279.930332,0.038315423,0.459785074,5.823944266,0.344838805,0.283534129,0,7286.88075,Summer
15,Natural Gas,BL243,30,7/1/2017,626.96,53.69,14913.89,14.3937521,2734.812899,0.014393752,0.172725025,2.187850319,0.129543769,0.106513766,0,2737.423926,Summer
16,Natural Gas,BL243,31,8/1/2017,114.73,8.24,2288.89,2.2090616,419.721704,0.002209062,0.026508739,0.335777363,0.019881554,0.016347056,0,420.1224278,Summer
17,Natural Gas,BL243,31,9/1/2017,168.61,13.22,3672.22,3.5441498,673.388462,0.00354415,0.042529798,0.53871077,0.031897348,0.026226709,0,674.0313708,Fall
18,Natural Gas,BL243,30,10/1/2017,320.19,26.64,7400,7.1419176,1356.964344,0.007141918,0.085703011,1.085571475,0.064277258,0.05285019,0,1358.259888,Fall
19,Natural Gas,BL243,31,11/1/2017,889,74.49,20691.67,19.9700241,3794.304579,0.019970024,0.239640289,3.035443663,0.179730217,0.147778178,0,3797.927141,Fall
20,Natural Gas,BL243,30,12/1/2017,2862.63,210.52,58477.78,56.4383068,10723.27829,0.056438307,0.677259682,8.578622634,0.507944761,0.41764347,0,10733.5162,Winter
21,Natural Gas,BL243,31,1/1/2018,4310.15,301.25,83680.56,80.7621125,15344.80138,0.080762113,0.96914535,12.2758411,0.726859013,0.597639633,0,15359.45162,Winter
22,Natural Gas,BL243,31,2/1/2018,4804.96,316.16,87822.22,84.7593344,16104.27354,0.084759334,1.017112013,12.88341883,0.76283401,0.627219075,0,16119.64888,Winter
23,Natural Gas,BL243,28,3/1/2018,4385.44,281.14,78094.44,75.3708226,14320.45629,0.075370823,0.904449871,11.45636504,0.678337403,0.557744087,0,14334.12856,Spring
24,Natural Gas,BL448,31,2/1/2016,39289.31,2207.14,613094.44,591.7121626,112425.3109,0.591712163,7.100545951,89.94024872,5.325409463,4.378670003,0,112532.6475,Winter
25,Natural Gas,BL448,29,3/1/2016,36461.6,2045.98,568327.78,548.5067782,104216.2879,0.548506778,6.582081338,83.37303029,4.936561004,4.058950159,0,104315.787,Spring
26,Natural Gas,BL448,31,4/1/2016,39135.77,2198.39,610663.89,589.3663751,111979.6113,0.589366375,7.072396501,89.58368902,5.304297376,4.361311176,0,112086.5223,Spring
27,Natural Gas,BL448,30,5/1/2016,22353.3,1317.81,366058.33,353.2916829,67125.41975,0.353291683,4.239500195,53.7003358,3.179625146,2.614358453,0,67189.50686,Spring
28,Natural Gas,BL448,31,6/1/2016,11653.49,792.06,220016.67,212.3433654,40345.23943,0.212343365,2.548120385,32.27619154,1.911090289,1.571340904,0,40383.75851,Summer
29,Natural Gas,BL448,122,10/1/2016,2225.91,134.27,37297.22,35.9964443,6839.324417,0.035996444,0.431957332,5.471459534,0.323967999,0.266373688,0,6845.854172,Fall
30,Natural Gas,BL448,31,11/1/2016,6390.6,507.34,140927.78,136.0127806,25842.42831,0.136012781,1.632153367,20.67394265,1.224115025,1.006494576,0,25867.10103,Fall
31,Natural Gas,BL448,30,12/1/2016,12972.74,1029.7,286027.78,276.052273,52449.93187,0.276052273,3.312627276,41.9599455,2.484470457,2.04278682,0,52500.00775,Winter
32,Natural Gas,BL448,31,1/1/2017,24411.09,1937,538055.56,519.29033,98665.1627,0.51929033,6.23148396,78.93213016,4.67361297,3.842748442,0,98759.36197,Winter
33,Natural Gas,BL448,31,2/1/2017,31094.77,2395.34,665372.22,642.1667006,122011.6731,0.642166701,7.706000407,97.60933849,5.779500305,4.752033584,0,122128.1622,Winter
34,Natural Gas,BL448,28,3/1/2017,31677.72,2436.26,676738.89,653.1369434,124096.0192,0.653136943,7.837643321,99.2768154,5.878232491,4.833213381,0,124214.4983,Spring
35,Natural Gas,BL448,31,4/1/2017,25864.85,2064.46,573461.11,553.4610814,105157.6055,0.553461081,6.641532977,84.12608437,4.981149733,4.095612002,0,105258.0033,Spring
36,Natural Gas,BL448,30,5/1/2017,19706.1,1679.64,466566.67,450.2946876,85555.99064,0.450294688,5.403536251,68.44479252,4.052652188,3.332180688,0,85637.6741,Spring
37,Natural Gas,BL448,31,6/1/2017,9675.91,828.9,230250,222.219801,42221.76219,0.222219801,2.666637612,33.77740975,1.999978209,1.644426527,0,42262.07286,Summer
38,Natural Gas,BL448,61,8/1/2017,5270.93,434.1,120583.33,116.377869,22111.79511,0.116377869,1.396534428,17.68943609,1.047400821,0.861196231,0,22132.90606,Summer
39,Natural Gas,BL448,31,9/1/2017,605.49,4.02,1116.67,1.0777218,204.767142,0.001077722,0.012932662,0.163813714,0.009699496,0.007975141,0,204.9626407,Fall
40,Natural Gas,BL448,30,10/1/2017,605.36,4.01,1113.89,1.0750409,204.257771,0.001075041,0.012900491,0.163406217,0.009675368,0.007955303,0,204.4527834,Fall
41,Natural Gas,BL448,31,11/1/2017,3340.06,255.32,70922.22,68.4487388,13005.26037,0.068448739,0.821384866,10.4042083,0.616038649,0.506520667,0,13017.67697,Fall
42,Natural Gas,BL448,30,12/1/2017,12958.8,1089.53,302647.22,292.0920977,55497.49856,0.292092098,3.505105172,44.39799885,2.628828879,2.161481523,0,55550.48407,Winter
43,Natural Gas,BL448,31,1/1/2018,21898.74,1768.24,491177.78,474.0474616,90069.0177,0.474047462,5.688569539,72.05521416,4.266427154,3.507951216,0,90155.00991,Winter
44,Natural Gas,BL448,31,2/1/2018,29390.66,2221.73,617147.22,595.6235957,113168.4832,0.595623596,7.147483148,90.53478655,5.360612361,4.407614608,0,113276.5293,Winter
45,Natural Gas,BL448,28,3/1/2018,28102.3,2042.93,567480.56,547.6891037,104060.9297,0.547689104,6.572269244,83.24874376,4.929201933,4.052899367,0,104160.2805,Spring
46,Natural Gas,BL272,31,2/1/2016,5769.37,243.28,67577.78,65.2209352,12391.97769,0.065220935,0.782651222,9.91358215,0.586988417,0.48263492,0,12403.80877,Winter
47,Natural Gas,BL272,29,3/1/2016,6611.36,278.92,77477.78,74.7756628,14207.37593,0.074775663,0.897307954,11.36590075,0.672980965,0.553339905,0,14220.94024,Spring
48,Natural Gas,BL272,31,4/1/2016,4976.24,251.13,69758.33,67.3254417,12791.83392,0.067325442,0.8079053,10.23346714,0.605928975,0.498208269,0,12804.04676,Spring
49,Natural Gas,BL272,30,5/1/2016,2368.78,146.74,40761.11,39.3395266,7474.510054,0.039339527,0.472074319,5.979608043,0.354055739,0.291112497,0,7481.646244,Spring
50,Natural Gas,BL272,31,6/1/2016,1231.46,89.87,24963.89,24.0932483,4577.717177,0.024093248,0.28911898,3.662173742,0.216839235,0.178290037,0,4582.087692,Summer
51,Natural Gas,BL272,30,7/1/2016,929.19,73.06,20294.44,19.5866554,3721.464526,0.019586655,0.235039865,2.977171621,0.176279899,0.14494125,0,3725.017545,Summer
52,Natural Gas,BL272,31,8/1/2016,245.67,19.21,5336.11,5.1500089,978.501691,0.005150009,0.061800107,0.782801353,0.04635008,0.038110066,0,979.4359026,Summer
53,Natural Gas,BL272,31,9/1/2016,38.42,1.42,394.44,0.3806878,72.330682,0.000380688,0.004568254,0.057864546,0.00342619,0.00281709,0,72.39973877,Fall
54,Natural Gas,BL272,30,10/1/2016,863.95,71.03,19730.56,19.0424327,3618.062213,0.019042433,0.228509192,2.89444977,0.171381894,0.140914002,0,3621.51651,Fall
55,Natural Gas,BL272,31,11/1/2016,1699.67,136.62,37950,36.6264558,6959.026602,0.036626456,0.43951747,5.567221282,0.329638102,0.271035773,0,6965.670641,Fall
56,Natural Gas,BL272,30,12/1/2016,2827.72,220.6,61277.78,59.140654,11236.72426,0.059140654,0.709687848,8.989379408,0.532265886,0.43764084,0,11247.45237,Winter
57,Natural Gas,BL272,31,1/1/2017,3716.07,283.1,78638.89,75.896279,14420.29301,0.075896279,0.910755348,11.53623441,0.683066511,0.561632465,0,14434.0606,Winter
58,Natural Gas,BL272,31,2/1/2017,3799.2,283.75,78819.44,76.0705375,14453.40213,0.076070538,0.91284645,11.5627217,0.684634838,0.562921978,0,14467.20132,Winter
59,Natural Gas,BL272,28,3/1/2017,3361.68,255.6,71000,68.523804,13019.52276,0.068523804,0.822285648,10.41561821,0.616714236,0.50707615,0,13031.95298,Spring
60,Natural Gas,BL272,31,4/1/2017,3629.82,289.88,80522.22,77.7139292,14765.64655,0.077713929,0.93256715,11.81251724,0.699425363,0.575083076,0,14779.74385,Spring
61,Natural Gas,BL272,30,5/1/2017,2053.15,174.47,48463.89,46.7736623,8886.995837,0.046773662,0.561283948,7.10959667,0.420962961,0.346125101,0,8895.480579,Spring
62,Natural Gas,BL272,31,6/1/2017,1819.34,157.4,43722.22,42.197366,8017.49954,0.042197366,0.506368392,6.413999632,0.379776294,0.312260508,0,8025.154142,Summer
63,Natural Gas,BL272,30,7/1/2017,298.09,24.51,6808.33,6.5708859,1248.468321,0.006570886,0.078850631,0.998774657,0.059137973,0.048624556,0,1249.66028,Summer
64,Natural Gas,BL272,31,8/1/2017,33.07,1,277.78,0.26809,50.9371,0.00026809,0.00321708,0.04074968,0.00241281,0.001983866,0,50.98573153,Summer
65,Natural Gas,BL272,31,9/1/2017,55.28,3.01,836.11,0.8069509,153.320671,0.000806951,0.009683411,0.122656537,0.007262558,0.005971437,0,153.4670519,Fall
66,Natural Gas,BL272,30,10/1/2017,469.73,39.55,10986.11,10.6029595,2014.562305,0.010602959,0.127235514,1.611649844,0.095426635,0.0784619,0,2016.485682,Fall
67,Natural Gas,BL272,31,11/1/2017,1669.93,130.3,36194.44,34.932127,6637.10413,0.034932127,0.419185524,5.309683304,0.314389143,0.25849774,0,6643.440818,Fall
68,Natural Gas,BL272,30,12/1/2017,2714.11,196.47,54575,52.6716423,10007.61204,0.052671642,0.632059708,8.00608963,0.474044781,0.389770153,0,10017.16667,Winter
69,Natural Gas,BL272,31,1/1/2018,5168.52,355.24,98677.78,95.2362916,18094.8954,0.095236292,1.142835499,14.47591632,0.857126624,0.704748558,0,18112.17127,Winter
70,Natural Gas,BL272,31,2/1/2018,5601.97,365.5,101527.78,97.986895,18617.51005,0.097986895,1.17584274,14.89400804,0.881882055,0.725103023,0,18635.28487,Winter
71,Natural Gas,BL272,28,3/1/2018,4634.39,298.28,82855.56,79.9658852,15193.51819,0.079965885,0.959590622,12.15481455,0.719692967,0.59174755,0,15208.024,Spring
72,Electricity,BL756,31,2/1/2016,10263,72450,72450,72.45,14490,67.617585,4.37598,31.827285,0.253575,4.644045,0.036225,14598.71847,Winter
73,Electricity,BL756,29,3/1/2016,9284,64176,64176,64.176,12835.2,59.8954608,3.8762304,28.1925168,0.224616,4.1136816,0.032088,12931.50251,Spring
74,Electricity,BL756,31,4/1/2016,9350,67624,67624,67.624,13524.8,63.1134792,4.0844896,29.7072232,0.236684,4.3346984,0.033812,13626.27657,Spring
75,Electricity,BL756,30,5/1/2016,7502,51234,51234,51.234,10246.8,47.8166922,3.0945336,22.5070962,0.179319,3.2840994,0.025617,10323.68174,Spring
76,Electricity,BL756,31,6/1/2016,5863,40966,40966,40.966,8193.2,38.2335678,2.4743464,17.9963638,0.143381,2.6259206,0.020483,8254.67358,Summer
77,Electricity,BL756,30,7/1/2016,5488,38258,38258,38.258,7651.6,35.7061914,2.3107832,16.8067394,0.133903,2.4523378,0.019129,7709.009955,Summer
78,Electricity,BL756,31,8/1/2016,6101,43346,43346,43.346,8669.2,40.4548218,2.6180984,19.0418978,0.151711,2.7784786,0.021673,8734.245008,Summer
79,Electricity,BL756,31,9/1/2016,6114,43196,43196,43.196,8639.2,40.3148268,2.6090384,18.9760028,0.151186,2.7688636,0.021598,8704.019918,Fall
80,Electricity,BL756,30,10/1/2016,5874,40876,40876,40.876,8175.2,38.1495708,2.4689104,17.9568268,0.143066,2.6201516,0.020438,8236.538526,Fall
81,Electricity,BL756,31,11/1/2016,5600,37508,37508,37.508,7501.6,35.0062164,2.2654832,16.4772644,0.131278,2.4042628,0.018754,7557.884505,Fall
82,Electricity,BL756,30,12/1/2016,6090,42416,42416,42.416,8483.2,39.5868528,2.5619264,18.6333488,0.148456,2.7188656,0.021208,8546.84945,Winter
83,Electricity,BL756,31,1/1/2017,8621,59302,59302,59.302,11860.4,55.3465566,3.5818408,26.0513686,0.207557,3.8012582,0.029651,11949.38858,Winter
84,Electricity,BL756,31,2/1/2017,8919,60678,60678,60.678,12135.6,56.6307774,3.6649512,26.6558454,0.212373,3.8894598,0.030339,12226.65341,Winter
85,Electricity,BL756,28,3/1/2017,8383,55792,55792,55.792,11158.4,52.0706736,3.3698368,24.5094256,0.195272,3.5762672,0.027896,11242.12148,Spring
86,Electricity,BL756,31,4/1/2017,8856,62314,62314,62.314,12462.8,58.1576562,3.7637656,27.3745402,0.218099,3.9943274,0.031157,12556.30839,Spring
87,Electricity,BL756,30,5/1/2017,6443,42096,42096,42.096,8419.2,39.2881968,2.5425984,18.4927728,0.147336,2.6983536,0.021048,8482.369258,Spring
88,Electricity,BL756,31,6/1/2017,5404,35408,35408,35.408,7081.6,33.0462864,2.1386432,15.5547344,0.123928,2.2696528,0.017704,7134.733245,Summer
89,Electricity,BL756,30,7/1/2017,5042,34626,34626,34.626,6925.2,32.3164458,2.0914104,15.2112018,0.121191,2.2195266,0.017313,6977.159776,Summer
90,Electricity,BL756,31,8/1/2017,4939,34784,34784,34.784,6956.8,32.4639072,2.1009536,15.2806112,0.121744,2.2296544,0.017392,7008.99687,Summer
91,Electricity,BL756,31,9/1/2017,4854,34194,34194,34.194,6838.8,31.9132602,2.0653176,15.0214242,0.119679,2.1918354,0.017097,6890.111516,Fall
92,Electricity,BL756,30,10/1/2017,4016,26264,26264,26.264,5252.8,24.5121912,1.5863456,11.5377752,0.091924,1.6835224,0.013132,5292.211758,Fall
93,Electricity,BL756,31,11/1/2017,4623,29942,29942,29.942,5988.4,27.9448686,1.8084968,13.1535206,0.104797,1.9192822,0.014971,6033.330965,Fall
94,Electricity,BL756,30,12/1/2017,6608,42780,42780,42.78,8556,39.926574,2.583912,18.793254,0.14973,2.742198,0.02139,8620.195668,Winter
95,Electricity,BL756,31,1/1/2018,9411,60848,60848,60.848,12169.6,56.7894384,3.6752192,26.7305264,0.212968,3.9003568,0.030424,12260.90851,Winter
96,Electricity,BL756,31,2/1/2018,9285,59972,59972,59.972,11994.4,55.9718676,3.6223088,26.3456996,0.209902,3.8442052,0.029986,12084.39398,Winter
97,Electricity,BL756,28,3/1/2018,7774,49792,49792,49.792,9958.4,46.4708736,3.0074368,21.8736256,0.174272,3.1916672,0.024896,10033.11788,Spring
98,Electricity,BL756,31,4/1/2018,8449,50660,50660,50.66,10132,47.280978,3.059864,22.254938,0.17731,3.247306,0.02533,10208.0204,Spring
99,Fuel Oil,BL466,29,2/29/2016,13343,22775,250525,0.22775,62.4035,0.09697595,0.0022775,0.050105,0.001822,0.013665,0,62.56834545,Winter
100,Fuel Oil,BL466,31,3/31/2016,10199,16614,182754,0.16614,45.52236,0.070742412,0.0016614,0.0365508,0.00132912,0.0099684,0,45.64261213,Spring
101,Fuel Oil,BL466,30,4/30/2016,5744,10500,115500,0.105,28.77,0.044709,0.00105,0.0231,0.00084,0.0063,0,28.845999,Spring
102,Fuel Oil,BL466,31,5/31/2016,5170,8636,94996,0.08636,23.66264,0.036772088,0.0008636,0.0189992,0.00069088,0.0051816,0,23.72514737,Spring
103,Natural Gas,BL466,30,10/31/2016,1388,113.74,31594.44,30.4925566,5793.585754,0.030492557,0.365910679,4.634868603,0.274433009,0.225644919,0,5799.117104,Fall
104,Natural Gas,BL466,30,11/30/2016,2988,239.25,66458.33,64.1405325,12186.70118,0.064140533,0.76968639,9.74936094,0.577264793,0.474639941,0,12198.33627,Fall
105,Natural Gas,BL466,30,12/30/2016,6130,478.34,132872.22,128.2381706,24365.25241,0.128238171,1.538858047,19.49220193,1.154143535,0.948962462,0,24388.51482,Winter
106,Natural Gas,BL466,31,1/30/2017,7170,542.99,150830.56,145.5701891,27658.33593,0.145570189,1.746842269,22.12666874,1.310131702,1.077219399,0,27684.74236,Winter
107,Natural Gas,BL466,29,2/28/2017,7789,584.57,162380.56,156.7173713,29776.30055,0.156717371,1.880608456,23.82104044,1.410456342,1.159708548,0,29804.72908,Winter
108,Natural Gas,BL466,31,3/31/2017,6002,462.6,128500,124.018434,23563.50246,0.124018434,1.488221208,18.85080197,1.116165906,0.917736412,0,23585.9994,Spring
109,Natural Gas,BL466,30,4/30/2017,7401,606.84,168566.67,162.6877356,30910.66976,0.162687736,1.952252827,24.72853581,1.46418962,1.203889243,0,30940.18132,Spring
110,Natural Gas,BL466,30,5/30/2017,2523,217.79,60497.22,58.3873211,11093.59101,0.058387321,0.700647853,8.874872807,0.52548589,0.432066176,0,11104.18247,Spring
111,Natural Gas,BL466,31,6/30/2017,1712,149.23,41452.78,40.0070707,7601.343433,0.040007071,0.480084848,6.081074746,0.360063636,0.296052323,0,7608.600716,Summer
112,Natural Gas,BL466,30,7/30/2017,371.57,31,8611.11,8.31079,1579.0501,0.00831079,0.09972948,1.26324008,0.07479711,0.061499846,0,1580.557677,Summer
113,Natural Gas,BL466,31,8/30/2017,130.82,9.8,2722.22,2.627282,499.18358,0.002627282,0.031527384,0.399346864,0.023645538,0.019441887,0,499.660169,Summer
114,Natural Gas,BL466,31,9/30/2017,299.82,25.04,6955.56,6.7129736,1275.464984,0.006712974,0.080555683,1.020371987,0.060416762,0.049676005,0,1276.682717,Fall
115,Natural Gas,BL466,30,10/30/2017,21.87,0,0,0,0,0,0,0,0,0,0,0,Fall
116,Natural Gas,BL466,31,11/30/2017,5934,452.95,125819.44,121.4313655,23071.95945,0.121431366,1.457176386,18.45756756,1.09288229,0.898592105,0,23093.98709,Fall
117,Natural Gas,BL466,30,12/30/2017,7352,521.41,144836.11,139.7848069,26559.11331,0.139784807,1.677417683,21.24729065,1.258063262,1.034407571,0,26584.47027,Winter
118,Natural Gas,BL466,31,1/30/2018,8622,574.52,159588.89,154.0230668,29264.38269,0.154023067,1.848276802,23.41150615,1.386207601,1.139770694,0,29292.32248,Winter
119,Natural Gas,BL466,29,2/28/2018,7816,503.7,139916.67,135.036933,25657.01727,0.135036933,1.620443196,20.52561382,1.215332397,0.999273304,0,25681.51297,Winter
120,Natural Gas,BL466,31,3/31/2018,3875,251.02,69727.78,67.2959518,12786.23084,0.067295952,0.807551422,10.22898467,0.605663566,0.497990043,0,12798.43833,Spring
121,Fuel Oil,BL466,153,10/31/2016,0,0,0,0,0,0,0,0,0,0,0,0,Fall
122,Fuel Oil,BL266,29,2/29/2016,3228,5572,61292,0.05572,15.26728,0.023725576,0.0005572,0.0122584,0.00044576,0.0033432,0,15.30761014,Winter
123,Fuel Oil,BL266,31,3/31/2016,3299,5370,59070,0.0537,14.7138,0.02286546,0.000537,0.011814,0.0004296,0.003222,0,14.75266806,Spring
124,Fuel Oil,BL266,30,4/30/2016,2268,4034,44374,0.04034,11.05316,0.017176772,0.0004034,0.0088748,0.00032272,0.0024204,0,11.08235809,Spring
125,Fuel Oil,BL266,31,5/31/2016,1259,2119,23309,0.02119,5.80606,0.009022702,0.0002119,0.0046618,0.00016952,0.0012714,0,5.821397322,Spring
126,Fuel Oil,BL266,30,6/30/2016,322,516,5676,0.00516,1.41384,0.002197128,5.16E-05,0.0011352,4.13E-05,0.0003096,0,1.417574808,Summer
127,Fuel Oil,BL266,31,7/31/2016,504,827,9097,0.00827,2.26598,0.003521366,8.27E-05,0.0018194,6.62E-05,0.0004962,0,2.271965826,Summer
128,Fuel Oil,BL266,92,10/31/2016,1551,2131,23441,0.02131,5.83894,0.009073798,0.0002131,0.0046882,0.00017048,0.0012786,0,5.854364178,Fall
129,Fuel Oil,BL266,30,11/30/2016,2018,2808,30888,0.02808,7.69392,0.011956464,0.0002808,0.0061776,0.00022464,0.0016848,0,7.714244304,Fall
130,Fuel Oil,BL266,62,1/31/2017,4407,6302,69322,0.06302,17.26748,0.026833916,0.0006302,0.0138644,0.00050416,0.0037812,0,17.31309388,Winter
131,Fuel Oil,BL266,28,2/28/2017,4653,6696,73656,0.06696,18.34704,0.028511568,0.0006696,0.0147312,0.00053568,0.0040176,0,18.39550565,Winter
132,Fuel Oil,BL266,31,3/31/2017,3288,4742,52162,0.04742,12.99308,0.020191436,0.0004742,0.0104324,0.00037936,0.0028452,0,13.0274026,Spring
133,Fuel Oil,BL266,30,4/30/2017,4684,6995,76945,0.06995,19.1663,0.02978471,0.0006995,0.015389,0.0005596,0.004197,0,19.21692981,Spring
134,Fuel Oil,BL266,31,5/31/2017,1844,2746,30206,0.02746,7.52404,0.011692468,0.0002746,0.0060412,0.00021968,0.0016476,0,7.543915548,Spring
135,Fuel Oil,BL266,30,6/30/2017,978,1694,18634,0.01694,4.64156,0.007213052,0.0001694,0.0037268,0.00013552,0.0010164,0,4.653821172,Summer
136,Fuel Oil,BL266,31,7/31/2017,80.6,137,1507,0.00137,0.37538,0.000583346,1.37E-05,0.0003014,1.10E-05,8.22E-05,0,0.376371606,Summer
137,Fuel Oil,BL266,92,10/31/2017,60.35,88.7,975.7,0.000887,0.243038,0.000377685,8.87E-06,0.00019514,7.10E-06,5.32E-05,0,0.243680011,Fall
138,Fuel Oil,BL266,30,11/30/2017,2494,3224,35464,0.03224,8.83376,0.013727792,0.0003224,0.0070928,0.00025792,0.0019344,0,8.857095312,Fall
139,Fuel Oil,BL266,31,12/31/2017,4808,6063,66693,0.06063,16.61262,0.025816254,0.0006063,0.0133386,0.00048504,0.0036378,0,16.65650399,Winter
140,Fuel Oil,BL266,31,1/31/2018,4393,5311,58421,0.05311,14.55214,0.022614238,0.0005311,0.0116842,0.00042488,0.0031866,0,14.59058102,Winter
141,Fuel Oil,BL266,28,2/28/2018,4161,5295,58245,0.05295,14.5083,0.02254611,0.0005295,0.011649,0.0004236,0.003177,0,14.54662521,Winter
142,Fuel Oil,BL266,31,3/31/2018,5177,6664,73304,0.06664,18.25936,0.028375312,0.0006664,0.0146608,0.00053312,0.0039984,0,18.30759403,Spring
143,Fuel Oil,BL266,30,4/30/2018,2849,3555,39105,0.03555,9.7407,0.01513719,0.0003555,0.007821,0.0002844,0.002133,0,9.76643109,Spring
144,Natural Gas,BL838,31,2/1/2016,28218,1576,437777.78,422.50984,80276.8696,0.42250984,5.07011808,64.22149568,3.80258856,3.126572816,0,80353.51288,Winter
145,Natural Gas,BL838,29,3/1/2016,22668,1259,349722.22,337.52531,64129.8089,0.33752531,4.05030372,51.30384712,3.03772779,2.497687294,0,64191.03599,Spring
146,Natural Gas,BL838,31,4/1/2016,22247,1235,343055.56,331.09115,62907.3185,0.33109115,3.9730938,50.3258548,2.97982035,2.45007451,0,62967.37843,Spring
147,Natural Gas,BL838,30,5/1/2016,19691,1151,319722.22,308.57159,58628.6021,0.30857159,3.70285908,46.90288168,2.77714431,2.283429766,0,58684.57699,Spring
148,Natural Gas,BL838,31,6/1/2016,10090,689,191388.89,184.71401,35095.6619,0.18471401,2.21656812,28.07652952,1.66242609,1.366883674,0,35129.16902,Summer
149,Natural Gas,BL838,30,7/1/2016,10261,782,217222.22,209.64638,39832.8122,0.20964638,2.51575656,31.86624976,1.88681742,1.551383212,0,39870.84205,Summer
150,Natural Gas,BL838,31,8/1/2016,9393,777,215833.33,208.30593,39578.1267,0.20830593,2.49967116,31.66250136,1.87475337,1.541463882,0,39615.9134,Summer
151,Natural Gas,BL838,31,9/1/2016,4276,332.88,92466.67,89.2417992,16955.94185,0.089241799,1.07090159,13.56475348,0.803176193,0.660389314,0,16972.13031,Fall
152,Natural Gas,BL838,30,10/1/2016,6127,498,138333.33,133.50882,25366.6758,0.13350882,1.60210584,20.29334064,1.20157938,0.987965268,0,25390.8943,Fall
153,Natural Gas,BL838,31,11/1/2016,8550,697,193611.11,186.85873,35503.1587,0.18685873,2.24230476,28.40252696,1.68172857,1.382754602,0,35537.05487,Fall
154,Natural Gas,BL838,30,12/1/2016,10792,852,236666.67,228.41268,43398.4092,0.22841268,2.74095216,34.71872736,2.05571412,1.690253832,0,43439.84326,Winter
155,Natural Gas,BL838,31,1/1/2017,16514,1296,360000,347.44464,66014.4816,0.34744464,4.16933568,52.81158528,3.12700176,2.571090336,0,66077.50806,Winter
156,Natural Gas,BL838,31,2/1/2017,21849,1670.73,464091.67,447.9060057,85102.14108,0.447906006,5.374872068,68.08171287,4.031154051,3.314504442,0,85183.39123,Winter
157,Natural Gas,BL838,28,3/1/2017,20122,1530,425000,410.1777,77933.763,0.4101777,4.9221324,62.3470104,3.6915993,3.03531498,0,78008.16923,Spring
158,Natural Gas,BL838,31,4/1/2017,16116,1262,350555.56,338.32958,64282.6202,0.33832958,4.05995496,51.42609616,3.04496622,2.503638892,0,64343.99319,Spring
159,Natural Gas,BL838,30,5/1/2017,15510,1295,359722.22,347.17655,65963.5445,0.34717655,4.1661186,52.7708356,3.12458895,2.56910647,0,66026.52233,Spring
160,Natural Gas,BL838,31,6/1/2017,8640,733,203611.11,196.50997,37336.8943,0.19650997,2.35811964,29.86951544,1.76858973,1.454173778,0,37372.54121,Summer
